articleId,chunkId,chunk
17,258,"""There are dozens of causes of anosmia,"" he says, including nasal polyps, chronic rhinitis, diabetes, Alzheimer's and Parkinson's."
17,259,"Now the new coronavirus has been added to that list, says Corre -- with the symptom alone allowing a diagnosis of COVID-19 in some cases."
17,260,"""When people lose their sense of smell and don't get it back, we note a real change in the quality of life and a level of depression that is not insignificant,"" he adds."
17,261,"The problem is when the condition persists, he says."
17,262,"""To be deprived of your sense of smell for a month, it's not serious,"" says Maillard. ""Two months, it starts to become a problem. But after six months, you're all alone under a bell jar."
17,263,"""There's a psychological aspect to this which is very difficult to live with,"" he insists. ""You need to get help."""
17,264,- The search for treatment -
17,265,There is no specific treatment for the condition.
17,266,"You have to address the cause, says Corre, but ""the problem of the anosmias linked to the virus is that often, the treatment of the viral infection has no effect on your smell."
17,267,"""According to the first numbers, around 80 percent of patients suffering from COVID-19 recover spontaneously in less than a month and often even faster, in eight to 10 days."""
17,268,"For others, however, it could be that the disease has destroyed their olfactory neurons -- the ones that detect smells. The good news is that these neurons, at the back of the nose, are able to regenerate."
17,269,"Two Paris hospitals, Rothschild and Lariboisiere, have launched a ""CovidORL"" study to investigate the phenomenon, testing how well different nose washes can cure anosmia."
17,270,"One cortisone-based treatment has proved effective in treating post-cold instances of anosmia and offers some hope, says Corre."
17,271,"Another way to approach the condition is through olfactory re-education, to try to stimulate the associations that specific smells have in your memory, he says."
17,272,"His advice is to choose five smells in your kitchen that are special to you, that you really like: cinnamon say, or thyme. Breathe them in twice a day for five to 10 minutes while looking at what it is you are inhaling."
17,273,"Anosmie.org has even put together a re-education programme using essential oils, working with Hirac Gurden, director of neuroscience research at the National Centre for Scientific Research (CNRS). It is based on the work of Dresden-based researcher Thomas Hummel."
17,274,"""As early as March, we got several hundred phone calls, emails from people who had COVID and who were calling for help because they couldn't smell anything any more,"" says Gurden."
17,275,"Maillard meanwhile finished his re-education programme last winter, using four smells."
17,276,"""Today, I have 10 of them,"" he says, including fish, cigarettes and rose essential oil. ""I've even found a perfume that I can smell!"" he declares."
18,277,Swedish PM wants quick deal on EU recovery fund
18,278, Sweden's Prime Minister Stefan Lofven said Wednesday he hopes for a quick resolution of the disagreements over a proposed coronavirus economic recovery fund and EU long-term budget.
18,279,"But speaking at a joint press conference with Spanish Prime Minister Pedro Sanchez, Lofven said Sweden is still in favour of the recovery fund handing out aid as loans rather than grants, the main bone of contention."
18,280,"EU leaders are holding a two-day summit beginning Friday, and Lofven said Sweden aims to get a deal done."
18,281,"""We don't want this to drag on for too long, so we need to work hard, be constructive and negotiate as we should to reach an agreement,"" he said."
18,282,"""Having said that I don't know whether it's possible or not,"" Lofven added."
18,283,"Sanchez had travelled to meet with Lofven to try and assuage Sweden, which together with Austria, the Netherlands and Denmark, is opposed to the proposed 750 billion euro recovery fund handing out funds as grants rather than loans."
18,284,"""We need a recovery fund yes, it should be directed to the actual needs and be based on favourable loans and not grants,"" Lofven told reporters."
18,285,"Pedro Sanchez stressed that while they were heading into ""difficult negotiations"" they also were in agreement on several issues."
18,286,"""We have different views on how to respond commonly to this crisis, but we have also common goals,"" Sanchez said."
18,287,"On Tuesday, Dutch Prime Minister Mark Rutte said he was ""not hopeful"" of a deal on an EU coronavirus fund this week."
18,288,"The plan, backed in particular by Berlin and Paris, requires unanimous approval to be adopted."
18,289,"Lofven did not exclude a Swedish veto, but said there was a need to be constructive."
18,290,"""You don't go into a negotiation with that attitude, you go into a negotiation to try to find a solution,"" Lofven stressed."
19,291,"As Trump Returns To Political Stage, Questions About His 2024 Win Surface"
19,292,"A Trump 2024 announcement may not come at Conservative Political Action Conference, which starts Friday with panels on ""cancel culture"" and ""protecting elections."" "
19,293,Washington:
19,294,"Brace yourself for Donald Trump 2.0, America. The ex-president returns from political hiatus Sunday seeking to regain control of a Republican Party that is out of power and pondering whether the flawed billionaire can win again in 2024."
19,295,"After losing the Senate and White House, and failing to retake the House of Representatives, a US political party would normally lick its wounds, jettison its failed leader and chart a new path forward to claw back relevance."
19,296,"But Trump is a singular force who maintains a vice grip on the Republican base, and all eyes will be on the 74-year-old showman when he addresses the Conservative Political Action Conference (CPAC) and teases attendees about his political future."
19,297,"The speech, his first post-presidential address, comes on CPAC's final day in Orlando, Florida where he is expected to be enthusiastically received at the nation's largest gathering of conservatives."
19,298,"But is he still the party's uncontested leader, despite losing to Joe Biden? Or is Trump a twice-impeached has-been who left Washington in shame, banned from Twitter and accused of inciting a January 6 insurrection at the US Capitol?"
19,299,"While Trump has largely kept to himself at his Mar-a-Lago estate in Florida, after spending months promoting the falsehood that the election was stolen, strategists and many lawmakers say he remains the dominant conservative political force."
19,300,"""President Trump is the leader of the Republican Party,"" congressman Jim Jordan declared Wednesday on Twitter."
19,301,"A source familiar with Trump's plans said the former president will be ""talking about the future of the Republican Party"" at CPAC and will criticize some of Biden's new policies."
19,302,"But a Trump 2024 announcement may not come at CPAC, which starts Friday with panels on ""cancel culture"" and ""protecting elections."""
19,303,"CPAC organizer Matt Schlapp, a pro-Trump activist, retweeted a reporter Wednesday citing sources saying that Trump will not announce his candidacy Sunday but will appear ""warm"" to the idea."
19,304,- Base 'still with Trump' -
19,305,"Such posturing will likely freeze other Republican contenders in place, for now at least."
19,306,"Several potential White House hopefuls -- including former secretary of state Mike Pompeo, South Dakota Governor Kristi Noem and Senator Josh Hawley -- will address CPAC, which may make for awkward presentations to a crowd still in Trump's thrall."
19,307,A mid-February Quinnipiac poll showed three of four Republicans want Trump to play a prominent role in the party.
19,308,"""I think there's a disconnect between the Washington DC Republican Party and where the base is -- and the base is still with Trump,"" lobbyist John Feehery, who worked in House Republican leadership for 15 years, told AFP."
19,309,"Tensions over Trump intensified Wednesday at a Republican press conference. Asked whether Trump should address CPAC, House Minority Leader Kevin McCarthy said ""Yes he should."""
19,310,"The question then went to congresswoman Liz Cheney, the Republican conference chairwoman who voted to impeach Trump over the Capitol riot."
19,311,"""That's up to CPAC,"" Cheney said. But ""following January 6 I don't believe that he should be playing a role in the future of the party or the country."""
19,312,"McCarthy could not escape quickly enough: ""On that high note, thank you very much!"" he said, ending the conference."
19,313,The drama exposed the extraordinary faultline between establishment Republicans and pro-Trump populists.
19,314,"""Whether the GOP remains an uneasy alliance of those two factions, or splits apart... depends on a number of things that haven't happened yet,"" said Republican political consultant Whit Ayres, president of North Star Opinion Research."
19,315,"Predicting another Trump candidacy now would be ""rank speculation,"" Ayres said, and pointed to the ""mountain of financial and legal challenges"" Trump faces, including his tax returns and alleged hush-money payments before the 2016 election."
19,316,- 'Stay tuned' -
19,317,"Feehery too is unsure whether Trump will seek the nomination, rather than remaining a kingmaker."
19,318,"""I think he just wants to keep relevance, keep people talking about him,"" Feehery said. ""Speaking at CPAC helps him achieve that objective."""
19,319,"But Senator Lindsey Graham, a Trump ally, said supporting the ex-president will be crucial for their party to take back Congress in next year's midterm elections and gear up for 2024."
19,320,"""If we can get behind president Trump and follow his lead we will win in 2022,"" Graham told Fox News. ""If we argue with ourselves, we're going to lose."""
19,321,"Asked whether Trump runs in 2024, Graham deadpanned: ""Stay tuned."""
19,322,Politics professor John Pitney Jr of Claremont McKenna College is confident Trump will control the GOP into 2024 -- unless legal woes or other hurdles consume him.
19,323,"""Supporters of president Trump vastly outnumber his critics within the Republican Party,"" Pitney said, adding conservatives may not enter the 2024 race unless Trump is out."
19,324,"Listen to the latest songs, only on JioSaavn.com"
19,325,"""Republicans understand that breaking with Trump carries a political price within the Republican Party,"" he said. ""Most aren't willing to pay that price."""
